  9%|████████████▎                                                                                                                         | 923/10000 [04:50<47:40,  3.17it/s]
         19479475 function calls (18666602 primitive calls) in 294.205 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.003    0.001 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:1873(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:238(NumericArray)
        6    0.000    0.000    0.000    0.000 numeric.py:2531(extend_all)
       16    0.000    0.000    0.000    0.000 numeric.py:289(full)
        1    0.000    0.000    0.000    0.000 numeric.py:47(NumericDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:72(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:76(zeros_like)
        1    0.000    0.000    0.000    0.000 numeric.py:853(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:857(outer)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
      110    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
       55    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 numpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy.py:312(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:313(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:315(SciPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:32(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:33(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:35(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:447(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:448(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:450(CuPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:470(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:471(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:473(JaxPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:39(PandasArray)
        1    0.000    0.000    0.000    0.000 numpy_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nvtx.py:10(_NVTXStub)
        1    0.000    0.000    0.000    0.000 nvtx.py:2(<module>)
        1    0.000    0.000    0.000    0.000 object_3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_3d.py:190(Object3D)
        1    0.000    0.000    0.000    0.000 object_3d.py:469(_Object3DFileType)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:33(ObjectStringArrayMixin)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:103(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:129(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:216(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:234(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:285(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:378(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:43(BaseIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:73(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 observer.py:125(ObserverBase)
        1    0.000    0.000    0.000    0.000 observer.py:1353(FixedQParamsObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1399(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1464(RecordingObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1492(NoopObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1518(ReuseInputObserver)
        1    0.000    0.000    0.000    0.000 observer.py:158(UniformQuantizationObserverBase)
        2    0.000    0.000    0.035    0.018 observer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:399(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:53(_PartialWrapper)
       38    0.000    0.000    0.000    0.000 observer.py:54(__init__)
        1    0.000    0.000    0.000    0.000 observer.py:544(MovingAverageMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:643(PerChannelMinMaxObserver)
       38    0.000    0.000    0.000    0.000 observer.py:78(_with_args)
        1    0.000    0.000    0.000    0.000 observer.py:844(MovingAveragePerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:934(HistogramObserver)
        1    0.000    0.000    0.000    0.000 octave.py:1(<module>)
        1    0.000    0.000    0.000    0.000 octave.py:65(OctaveCodePrinter)
        1    0.000    0.000    0.002    0.002 ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:4(ODEMethods)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:10(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:117(OneHotCategoricalStraightThrough)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:2(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 onnx_proto_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:159(OrtOperatorSupport)
        1    0.000    0.000    0.002    0.002 onnxruntime.py:2(<module>)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:528(OrtExecutionInfoPerSession)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:599(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:646(OrtBackendOptions)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:711(OrtBackend)
       27    0.000    0.000    0.000    0.000 op_properties.py:27(<genexpr>)
       55    0.000    0.000    0.000    0.000 op_properties.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 op_properties.py:6(<module>)
       55    0.000    0.000    0.000    0.000 op_properties.py:61(<genexpr>)
        1    0.000    0.000    0.011    0.011 open_metrics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 open_metrics.py:114(OpenMetricsMetric)
        1    0.000    0.000    0.000    0.000 open_metrics.py:219(OpenMetrics)
        1    0.000    0.000    0.000    0.000 operations.py:1(<module>)
        3    0.000    0.000    0.000    0.000 operations.py:108(_from_args)
        1    0.000    0.000    0.000    0.000 operations.py:19(AssocOp)
        1    0.000    0.000    0.000    0.000 operations.py:460(ShortCircuit)
        1    0.000    0.000    0.000    0.000 operations.py:464(LatticeOp)
        1    0.000    0.000    0.000    0.000 operations.py:556(AssocOpDispatcher)
        2    0.000    0.000    0.000    0.000 operations.py:594(__init__)
        2    0.000    0.000    0.000    0.000 operations.py:604(register_handlerclass)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:2(<module>)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:20(ArgsKwargsPair)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:30(_nonzero_schemas)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:45(_FakeGlobalNamespace)
        1    0.000    0.000    0.000    0.000 operator_support.py:178(OpSupports)
        1    0.000    0.000    0.000    0.000 operator_support.py:2(<module>)
        1    0.000    0.000    0.000    0.000 operator_support.py:28(OperatorSupportBase)
        1    0.000    0.000    0.000    0.000 operator_support.py:38(OperatorSupport)
        1    0.000    0.000    0.000    0.000 operators.py:2(<module>)
        3    0.000    0.000    0.001    0.000 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:102(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 ops.py:1028(BinGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:1203(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1249(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1257(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:18(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 ops.py:186(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:206(Op)
        1    0.000    0.000    0.000    0.000 ops.py:362(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:518(Div)
        1    0.000    0.000    0.000    0.000 ops.py:547(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:596(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:612(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:667(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:70(Term)
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 optimization.py:159(Halley)
        1    0.000    0.000    0.000    0.000 optimization.py:213(Muller)
        1    0.000    0.000    0.000    0.000 optimization.py:290(Bisection)
        1    0.000    0.000    0.000    0.000 optimization.py:357(Illinois)
        1    0.000    0.000    0.000    0.000 optimization.py:458(Ridder)
        1    0.000    0.000    0.000    0.000 optimization.py:517(ANewton)
        1    0.000    0.000    0.000    0.000 optimization.py:58(Secant)
        1    0.000    0.000    0.000    0.000 optimization.py:602(MDNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:7(OptimizationMethods)
     7384    0.005    0.000    0.008    0.000 optimizer.py:114(_dispatch_sqrt)
        9    0.000    0.000    0.000    0.000 optimizer.py:123(_disable_dynamo_if_unsupported)
        9    0.000    0.000    0.000    0.000 optimizer.py:131(wrapper)
     1846    0.004    0.000    2.040    0.001 optimizer.py:147(maybe_fallback)
     1846    0.004    0.000    0.010    0.000 optimizer.py:174(_default_to_fused_or_foreach)
     2769    0.003    0.000    0.003    0.000 optimizer.py:191(<genexpr>)
        1    0.000    0.000    0.001    0.001 optimizer.py:2(<module>)
        8    0.000    0.000    0.000    0.000 optimizer.py:210(_get_scalar_dtype)
        1    0.000    0.000    0.000    0.000 optimizer.py:29(ArgMappingException)
        1    0.000    0.000    0.000    0.000 optimizer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:314(Optimizer)
        1    0.000    0.000    0.000    0.000 optimizer.py:33(GuardInstallException)
        2    0.000    0.000    0.000    0.000 optimizer.py:339(__init__)
        1    0.000    0.000    0.000    0.000 optimizer.py:37(OptimizerVariable)
     1846    0.004    0.000    0.010    0.000 optimizer.py:410(_cuda_graph_capture_health_check)
     1846    0.000    0.000    0.000    0.000 optimizer.py:449(_optimizer_step_code)
        1    0.000    0.000    0.000    0.000 optimizer.py:462(profile_hook_step)
     1846    0.019    0.000    2.193    0.001 optimizer.py:464(wrapper)
        2    0.000    0.000    0.000    0.000 optimizer.py:514(_patch_step_function)
        1    0.000    0.000    0.000    0.000 optimizer.py:59(_RequiredParameter)
       11    0.000    0.000    0.000    0.000 optimizer.py:69(_use_grad_for_differentiable)
     1846    0.010    0.000    2.093    0.001 optimizer.py:70(_use_grad)
     1846    0.022    0.000    0.121    0.000 optimizer.py:911(zero_grad)
        2    0.000    0.000    0.000    0.000 optimizer.py:987(add_param_group)
     7384    0.007    0.000    0.018    0.000 optimizer.py:99(_get_value)
        1    0.000    0.000    0.000    0.000 options.py:2(<module>)
        1    0.000    0.000    0.000    0.000 options.py:44(TensorPipeRpcBackendOptions)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:11(Order)
        2    0.000    0.000    0.000    0.000 order_enforcing.py:1(<module>)
    28627    0.028    0.000    0.912    0.000 order_enforcing.py:103(state)
     9235    0.012    0.000    0.018    0.000 order_enforcing.py:108(agent_iter)
      925    0.002    0.000    0.064    0.000 order_enforcing.py:115(reset)
        1    0.000    0.000    0.000    0.000 order_enforcing.py:131(AECOrderEnforcingIterable)
     9235    0.005    0.000    0.006    0.000 order_enforcing.py:132(__iter__)
        1    0.000    0.000    0.000    0.000 order_enforcing.py:136(AECOrderEnforcingIterator)
    36937    0.057    0.000    0.303    0.000 order_enforcing.py:137(__next__)
        1    0.000    0.000    0.000    0.000 order_enforcing.py:15(OrderEnforcing)
        1    0.000    0.000    0.000    0.000 order_enforcing.py:19(OrderEnforcingWrapper)
        1    0.000    0.000    0.000    0.000 order_enforcing.py:29(__init__)
   230859    0.148    0.000    0.452    0.000 order_enforcing.py:38(__getattr__)
    27703    0.056    0.000    2.328    0.000 order_enforcing.py:87(step)
    27703    0.015    0.000    0.617    0.000 order_enforcing.py:98(observe)
        1    0.000    0.000    0.000    0.000 ordereddict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orderings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orderings.py:10(MonomialOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:137(InverseOrder)
        3    0.000    0.000    0.000    0.000 orderings.py:156(__init__)
        1    0.000    0.000    0.000    0.000 orderings.py:242(_ItemGetter)
        1    0.000    0.000    0.000    0.000 orderings.py:35(LexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:45(GradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:54(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:63(ProductOrder)
        1    0.000    0.000    0.000    0.000 ordinals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordinals.py:253(OrdinalZero)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 ordinals.py:5(OmegaPower)
        1    0.000    0.000    0.000    0.000 ordinals.py:56(Ordinal)
